Car_Truck,EngDisp,RatedHP,Transmission,Drive,Weight,Comp,AxleRatio,EVSpeedRatio,AC,PRP,FuelType,City_Highway,Valves_Cyl,FuelEcon
car,2.294194,260,S5,F,1757.669,9.3,2.44,33.4,N,32,61,highway,4,6.28915997326203
car,2.9988393,244,M6,F,1644.271,10,3.29,34.8,N,31,61,highway,6,6.28915997326203
car,1.9828391,138,L4,F,1530.873,10.1,4.41,44.4,N,31,61,highway,4,6.28915997326203
truck,3.4576781,269,L5,F,1757.669,10.8,3.08,28.8,N,31,61,highway,6,6.28915997326203
truck,2.458065,173,M5,4,1587.572,10,4.11,42.9,N,31,61,highway,4,6.28915997326203
truck,2.294194,133,AV,4,1814.368,12.3,3.73,31.2,Y,31,61,highway,4,6.30602099195711
truck,2.294194,133,AV,4,1814.368,12.3,3.73,31.2,Y,31,61,highway,4,6.30602099195711
car,1.9992262,210,M6,F,1814.368,9.5,3.55,38.5,N,32,6,highway,4,6.30602099195711
truck,3.4576781,269,L5,F,1757.669,10.8,3.08,28.8,N,31,61,highway,6,6.30602099195711
car,3.1299361,255,AV,F,1927.766,12.5,5.08,28.2,N,31,61,highway,6,6.30602099195711
car,2.3761295,162,L4,F,1644.271,9.5,4.21,38.9,N,31,23,highway,4,6.32297266129032
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,highway,4,6.32297266129032
car,2.458065,175,S4,4,1700.97,10,4.11,39.8,N,1,61,highway,4,6.32297266129032
car,2.3761295,162,M5,F,1700.97,9.5,4.31,44.4,N,31,61,highway,4,6.34001571428571
car,3.4904523,268,L7,R,1757.669,10.5,2.82,28.9,N,31,61,highway,6,6.34001571428571
car,2.5236134,218,L5,F,1927.766,9,2.27,31.6,N,31,23,highway,5,6.34001571428571
car,2.458065,175,M5,4,1644.271,10,3.9,42.4,N,31,61,highway,4,6.34001571428571
car,2.9824522,203,L6,F,1814.368,10,3.46,30.4,Y,31,61,highway,6,6.35715089189189
car,2.9824522,203,L6,F,1814.368,10,3.46,30.4,Y,31,61,highway,6,6.35715089189189
car,1.9992262,260,L5,R,1530.873,9.2,3.73,36.4,N,1,61,highway,4,6.35715089189189
car,3.2118716,258,S5,F,1757.669,11,4.31,28.9,N,31,61,highway,6,6.35715089189189
car,3.2118716,258,S5,F,1757.669,11,4.31,28.9,N,31,61,highway,6,6.35715089189189
car,1.802581,260,M6,R,1077.281,11.5,4.53,51,Y,1,61,highway,4,6.35715089189189
car,1.4912261,106,L4,F,1190.679,10.5,4.24,45.1,N,32,61,city,4,6.35715089189189
car,3.1954845,250,L6,F,1814.368,10.8,3.6,34.9,N,31,61,highway,6,6.35715089189189
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,highway,4,6.35715089189189
car,2.4908392,204,L6,4,1814.368,12,4.1,33.4,N,31,61,highway,6,6.37437894308943
car,2.458065,173,L4,4,1530.873,10,4.11,39.9,N,31,61,highway,4,6.37437894308943
car,2.458065,175,S4,4,1644.271,10,4.11,39.8,N,31,61,highway,4,6.37437894308943
truck,2.294194,143,M5,R,1530.873,9.7,3.73,37.5,Y,31,61,highway,4,6.391700625
truck,2.294194,143,M5,R,1530.873,9.7,3.73,37.5,Y,31,61,highway,4,6.391700625
car,1.4912261,109,M5,F,1247.378,10.4,4.29,49.3,N,31,61,city,4,6.391700625
car,2.294194,155,L4,4,1474.174,9.3,2.7,40.2,Y,1,23,highway,4,6.391700625
car,2.294194,263,M6,F,1587.572,9.5,3.35,38.5,N,1,61,highway,4,6.391700625
car,3.3101942,210,L5,F,1757.669,10.8,3.29,33.3,N,1,23,highway,6,6.391700625
truck,3.3101942,208,AV,F,2041.164,10.8,3.54,23.7,N,31,61,city,6,6.391700625
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,highway,4,6.391700625
car,3.8837427,240,L4,F,1814.368,9.8,3.29,29.8,N,31,61,highway,6,6.40911670299727
car,2.3761295,162,M5,F,1700.97,9.5,4.31,44.4,N,31,23,highway,4,6.40911670299727
car,1.4912261,109,M5,F,1247.378,10.4,4.29,48.3,N,31,61,city,4,6.40911670299727
car,2.3597424,162,L4,F,1700.97,10.5,4.04,39.3,N,1,61,highway,4,6.40911670299727
car,2.458065,175,S4,4,1700.97,10,4.11,39.8,N,1,61,highway,4,6.40911670299727
car,2.9988393,255,S6,R,1700.97,10.7,3.23,36.8,Y,31,61,highway,6,6.42662795081967
car,2.9988393,244,L5,F,1700.97,10,4.43,31.6,N,1,61,highway,6,6.42662795081967
car,3.4904523,265,AV,F,1700.97,10.3,5.17,30.1,N,31,61,highway,6,6.42662795081967
truck,2.6874844,159,M5,R,1587.572,9.6,3.31,34.6,N,31,61,highway,4,6.42662795081967
car,3.5068394,224,L4,F,1700.97,9.8,3.05,30,N,32,61,highway,6,6.44423515068493
car,2.3761295,162,L4,F,1644.271,9.5,4.21,38.9,N,31,61,highway,4,6.44423515068493
car,2.294194,155,L4,4,1474.174,9.3,2.7,40.2,Y,1,23,highway,4,6.44423515068493
car,3.4576781,306,L6,R,1814.368,11.8,4.08,32.4,N,31,61,highway,6,6.44423515068493
car,3.4576781,303,L6,R,1814.368,11.8,3.77,29.7,N,31,61,highway,6,6.44423515068493
car,2.4089037,257,L5,F,1757.669,8.5,2.44,34,N,31,23,highway,5,6.44423515068493
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,highway,4,6.44423515068493
truck,2.458065,175,M5,4,1644.271,10,4.11,47.2,N,31,61,highway,4,6.44423515068493
truck,2.4252908,220,M4,F,1587.572,9.5,2.83,39.7,Y,31,61,highway,4,6.46193909340659
car,2.3761295,177,M5,R,1417.475,10.4,3.91,37.1,N,32,61,highway,4,6.46193909340659
car,5.9649044,400,M6,R,1587.572,11,3.42,22.1,N,32,61,highway,8,6.46193909340659
car,3.5723878,250,S6,F,1757.669,10.2,2.77,26.5,N,31,61,highway,6,6.46193909340659
car,2.9988393,228,L7,R,1757.669,11.3,3.07,31.5,N,31,61,highway,6,6.46193909340659
truck,2.458065,175,M5,4,1644.271,10,4.11,47.2,N,31,61,highway,4,6.46193909340659
truck,2.458065,175,S4,4,1700.97,10,4.44,40.6,N,31,61,highway,4,6.46193909340659
truck,2.458065,175,S4,4,1700.97,10,4.44,40.6,N,31,61,highway,4,6.46193909340659
car,3.7854201,250,L4,F,1814.368,8.5,2.93,26.5,N,32,61,highway,6,6.4797405785124
car,3.5723878,250,S6,F,1757.669,10.2,2.77,26.5,N,31,61,highway,6,6.4797405785124
car,2.3761295,162,L4,F,1644.271,9.5,4.21,38.9,N,31,61,highway,4,6.4797405785124
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,61,highway,4,6.4797405785124
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,61,highway,4,6.4797405785124
car,2.4908392,204,M6,R,1757.669,12,3.73,39.7,N,32,61,highway,6,6.4797405785124
car,2.5236134,218,L5,4,1757.669,9,2.27,32.2,N,31,23,highway,5,6.4797405785124
car,3.5068394,224,L4,F,1757.669,9.8,3.05,30,N,32,61,highway,6,6.49764041436464
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,23,highway,4,6.49764041436464
car,2.3761295,162,L4,F,1757.669,9.5,4.21,38.9,N,1,23,highway,4,6.49764041436464
car,2.6874844,245,L5,R,1530.873,11.1,4.38,42.7,N,1,61,highway,6,6.49764041436464
car,2.294194,143,M5,4,1474.174,10.5,4.41,48.5,Y,31,61,highway,4,6.49764041436464
car,2.7038715,200,L4,R,1814.368,9.9,3.9,33,Y,31,61,highway,6,6.51563941828255
car,2.9824522,217,L6,F,1700.97,10,3.46,31.9,Y,31,61,highway,6,6.51563941828255
car,2.9824522,217,L6,F,1700.97,10,3.46,31.9,Y,31,61,highway,6,6.51563941828255
car,2.785807,250,M6,F,1757.669,9.5,3.55,34,N,32,6,highway,6,6.51563941828255
car,3.8345814,263,L5,F,1757.669,10.5,3.33,30.6,N,31,23,highway,6,6.51563941828255
truck,2.9824522,215,L7,4,2494.756,17.7,3.45,25.3,N,1,19,highway,6,6.51563941828255
car,2.294194,263,M6,F,1587.572,9.5,3.35,38.5,N,1,61,highway,4,6.51563941828255
car,3.1954845,235,L6,F,1814.368,10.8,3.33,38.3,N,31,23,highway,6,6.51563941828255
car,2.458065,173,M5,4,1530.873,10,3.9,42.6,N,31,61,highway,4,6.51563941828255
truck,2.4252908,220,M4,F,1587.572,9.5,2.83,39.7,Y,31,61,highway,4,6.53373841666667
car,3.7854201,250,S4,F,1814.368,8.5,2.93,26.5,N,32,61,highway,6,6.53373841666667
car,3.4904523,255,AV,F,1757.669,10.3,5.17,29.8,N,31,61,highway,6,6.53373841666667
car,3.3921297,295,M6,R,1530.873,11.1,3.88,41.8,N,1,61,highway,6,6.53373841666667
car,3.5887749,280,L6,F,1757.669,12,3.46,32.4,N,1,61,highway,6,6.53373841666667
truck,3.4576781,269,L5,4,1814.368,10.8,3.08,28.8,N,31,61,highway,6,6.55193824512535
car,3.5887749,280,L6,F,1814.368,12,3.46,32.4,N,1,61,highway,6,6.55193824512535
car,2.5236134,218,M6,4,1700.97,9,4,36.2,N,31,23,highway,5,6.55193824512535
truck,2.294194,133,AV,4,1814.368,12.3,3.73,31.2,Y,31,61,city,4,6.57023974860335
truck,2.294194,133,AV,4,1814.368,12.3,3.73,31.2,Y,31,61,city,4,6.57023974860335
car,2.785807,250,M6,F,1757.669,9.5,3.53,33.8,N,32,61,highway,6,6.57023974860335
car,2.9660651,240,L6,R,1814.368,10.5,3.31,30.5,N,31,61,highway,6,6.57023974860335
car,1.802581,126,M5,F,1304.077,10,3.94,40,N,31,61,city,4,6.57023974860335
car,2.7038715,200,L4,R,1814.368,9.9,3.9,33,Y,31,61,highway,6,6.5886437815126
car,3.4904523,268,M6,R,1757.669,10.5,2.82,32.9,N,31,61,highway,6,6.5886437815126
car,2.9988393,244,L5,F,1700.97,10,4.43,31.6,N,1,61,highway,6,6.5886437815126
car,3.4740652,286,S5,F,1814.368,11,4.31,28.9,N,1,61,highway,6,6.5886437815126
truck,2.3597424,166,L5,4,1757.669,9.7,4.5,31.5,N,31,61,highway,4,6.5886437815126
car,1.802581,126,M5,F,1304.077,10,3.94,40.9,N,31,61,city,4,6.5886437815126
car,2.4908392,204,L6,4,1814.368,12,4.1,33.4,N,1,23,highway,6,6.5886437815126
truck,2.3597424,166,L4,4,1757.669,9.8,3.08,38.8,N,31,61,highway,4,6.5886437815126
truck,2.3597424,166,L4,4,1757.669,9.8,3.08,38.8,N,31,61,highway,4,6.5886437815126
car,3.9984524,202,M5,R,1644.271,9.7,3.31,29,Y,31,61,highway,6,6.60715120786517
car,1.6059358,120,M6,F,1304.077,11,4.35,43,Y,31,61,city,4,6.60715120786517
car,3.8345814,263,L5,F,1757.669,10.5,3.33,30,N,31,23,highway,6,6.60715120786517
car,3.7854201,266,L5,F,1814.368,10.4,3.33,31.5,N,31,61,highway,6,6.60715120786517
car,3.4904523,265,AV,F,1700.97,10.3,5.17,30.1,N,31,61,highway,6,6.60715120786517
truck,3.4576781,269,L5,4,1814.368,10.8,3.08,28.8,N,31,61,highway,6,6.60715120786517
car,2.4089037,257,M6,F,1700.97,8.5,4,35.5,N,31,23,highway,5,6.60715120786517
car,5.3258075,290,M4,F,1814.368,10.1,2.93,26.3,N,31,61,highway,8,6.62576290140845
car,5.3258075,290,S4,F,1814.368,10.1,2.93,26.3,N,31,61,highway,8,6.62576290140845
car,3.4904523,268,L7,R,1757.669,10.5,2.82,29.1,N,31,61,highway,6,6.62576290140845
truck,2.3597424,166,L5,4,1757.669,9.7,4.5,31.5,N,1,61,highway,4,6.62576290140845
car,2.9660651,240,L6,R,1814.368,10.5,3.31,30.5,N,31,61,highway,6,6.62576290140845
car,3.4576781,292,AV,R,2041.164,11.8,3.77,22.6,N,1,23,highway,6,6.62576290140845
truck,3.3101942,208,AV,F,2041.164,10.8,3.54,23.7,N,31,61,highway,6,6.62576290140845
truck,3.3101942,208,AV,4,2154.562,10.8,3.54,23.7,N,31,61,city,6,6.62576290140845
truck,2.458065,173,L4,4,1587.572,10,4.44,41.3,N,1,61,highway,4,6.62576290140845
truck,2.458065,173,M5,4,1587.572,10,4.11,42.9,N,31,61,highway,4,6.62576290140845
car,3.2118716,168,L5,R,1530.873,10,3.27,37.1,Y,1,61,highway,6,6.64447974576271
car,5.9649044,400,M6,R,1644.271,11,2.56,22.1,N,31,61,highway,8,6.64447974576271
car,3.5723878,252,L5,R,1814.368,10.3,3.42,34.6,N,32,61,highway,6,6.64447974576271
truck,3.4740652,255,L5,F,1757.669,10,4.06,26.5,N,32,61,highway,6,6.64447974576271
car,3.4904523,268,L7,R,1927.766,10.5,2.82,29.1,N,31,61,highway,6,6.64447974576271
car,1.6059358,110,M5,F,1247.378,10,4.06,51,N,31,61,city,4,6.64447974576271
car,1.6059358,110,M5,F,1247.378,10,4.06,42,N,31,61,city,4,6.64447974576271
car,1.6059358,110,M5,F,1304.077,10,4.06,51,N,31,61,city,4,6.66330263456091
truck,1.966452,140,M5,F,1644.271,10.1,4.53,48.4,N,31,61,highway,4,6.66330263456091
truck,1.966452,140,M5,F,1644.271,10.1,4.53,48.4,N,31,61,highway,4,6.66330263456091
car,1.6059358,110,M5,F,1304.077,10,4.06,42,N,31,61,city,4,6.66330263456091
car,2.9988393,215,L6,F,1700.97,10,3.46,32.3,N,31,61,highway,6,6.66330263456091
car,2.4416779,165,L5,F,1644.271,10.3,2.44,33.6,N,1,23,highway,5,6.66330263456091
car,2.458065,230,M5,4,1644.271,8.4,3.7,38.3,N,31,61,highway,4,6.66330263456091
car,3.9984524,202,M5,R,1644.271,9.7,3.31,29,Y,31,61,highway,6,6.68223247159091
truck,2.294194,153,M5,4,1644.271,9.7,4.42,43.3,Y,1,61,highway,4,6.68223247159091
car,3.8837427,240,M6,F,1700.97,9.8,3.55,27.5,N,32,61,highway,6,6.68223247159091
car,3.3921297,295,L5,R,1587.572,11.1,4.16,40.5,N,1,61,highway,6,6.68223247159091
car,3.4576781,292,AV,R,2041.164,11.8,3.77,22.6,N,1,23,highway,6,6.68223247159091
car,2.5236134,208,L5,4,1814.368,9,2.27,32.2,N,31,23,highway,5,6.68223247159091
car,2.458065,173,L4,4,1587.572,10,4.11,39.9,N,31,61,highway,4,6.68223247159091
car,5.9649044,400,S6,R,1644.271,11,2.56,22.1,N,31,61,highway,8,6.70127017094017
car,2.9988393,215,L6,F,1700.97,10,3.46,34.2,N,31,61,highway,6,6.70127017094017
car,2.9988393,215,L6,F,1700.97,10,3.46,34.2,N,31,61,highway,6,6.70127017094017
car,3.5723878,252,L5,R,1814.368,10.3,3.42,34.6,N,32,61,highway,6,6.72041665714286
car,2.6547102,182,L5,F,1757.669,10.4,3.68,36.5,N,1,61,highway,6,6.72041665714286
car,3.4904523,255,AV,F,1757.669,10.3,5.17,29.6,N,31,61,highway,6,6.72041665714286
truck,2.458065,173,L4,4,1587.572,10,4.44,41.3,N,31,61,highway,4,6.72041665714286
car,2.458065,173,L4,4,1587.572,10,4.11,39.9,N,31,61,highway,4,6.72041665714286
truck,2.4252908,220,M4,F,1644.271,9.5,2.9,40.2,Y,31,61,highway,4,6.73967286532951
car,2.3597424,172,AV,F,1587.572,10.5,2.41,30.6,Y,32,61,highway,4,6.73967286532951
car,3.4576781,303,L6,4,1927.766,11.8,3.77,29.7,N,31,61,highway,6,6.73967286532951
truck,3.3101942,208,AV,4,2154.562,10.8,3.54,23.7,N,31,61,highway,6,6.73967286532951
truck,3.3101942,211,AV,F,2154.562,10.8,3.54,23.9,N,32,61,city,6,6.73967286532951
car,2.458065,243,M5,4,1700.97,8.4,3.9,40.4,N,31,61,highway,4,6.73967286532951
car,3.4904523,260,L6,F,1814.368,10.3,3.33,30.7,Y,32,61,highway,6,6.75903974137931
car,3.5723878,240,L4,F,1814.368,10.3,3.69,33.4,N,32,61,highway,6,6.75903974137931
car,3.8837427,240,M6,F,1757.669,9.8,3.55,27.5,N,31,61,highway,6,6.75903974137931
car,2.294194,157,M5,F,1700.97,9.7,4.39,46.2,N,31,61,highway,4,6.75903974137931
truck,2.3597424,165,AV,F,1587.572,10.5,2.39,31,Y,32,61,highway,4,6.77851824207493
car,3.8345814,258,L5,F,1814.368,10.5,3.33,30,N,31,23,highway,6,6.77851824207493
car,1.4912261,109,L5,F,1304.077,10.4,4.56,38.1,N,31,61,city,4,6.77851824207493
car,4.1950976,300,L6,R,1814.368,11,2.87,25.2,N,31,61,highway,8,6.77851824207493
car,4.1950976,300,L6,R,1814.368,11,2.87,25.2,N,31,61,highway,8,6.77851824207493
truck,2.9988393,220,L6,F,1757.669,9.5,3.57,30.9,N,31,61,highway,6,6.77851824207493
car,4.6047751,380,L8,R,2041.164,11.8,2.94,25.9,N,31,61,highway,8,6.77851824207493
truck,2.6874844,159,L4,R,1757.669,9.6,3.58,32.7,N,31,61,highway,4,6.77851824207493
car,2.458065,230,M5,4,1644.271,8.4,3.7,38.3,N,31,61,highway,4,6.77851824207493
car,2.9824522,155,L4,F,1644.271,9.7,3.96,36.3,Y,31,61,highway,6,6.79810933526012
car,3.8345814,263,M6,F,1757.669,10.5,3.24,33.6,N,31,23,highway,6,6.79810933526012
car,3.8345814,230,L5,F,1814.368,10.5,3.33,30.4,N,31,23,highway,6,6.79810933526012
car,2.9988393,228,M6,R,1587.572,11.3,3.27,38.1,N,1,61,highway,6,6.79810933526012
car,3.4904523,306,M6,R,1757.669,10.6,3.69,38.3,N,31,61,highway,6,6.79810933526012
truck,2.9988393,220,L6,F,1757.669,9.5,3.57,30.9,N,31,61,highway,6,6.79810933526012
car,3.4576781,303,L6,4,1927.766,11.8,3.77,29.7,N,1,23,highway,6,6.79810933526012
car,4.6047751,380,L8,R,2041.164,11.8,2.94,25.9,N,31,61,highway,8,6.79810933526012
car,3.1954845,250,L6,4,1814.368,11.1,3.6,41.3,N,1,61,highway,6,6.79810933526012
car,2.5236134,218,M6,4,1757.669,9,4,36.2,N,31,23,highway,5,6.79810933526012
car,3.1299361,255,L6,4,2041.164,12.5,3.54,33.9,N,31,61,highway,6,6.79810933526012
car,3.1299361,255,L6,4,1927.766,12.5,3.54,33.9,N,31,61,highway,6,6.79810933526012
car,2.785807,209,M6,R,1814.368,10.5,3.73,40.2,N,32,61,highway,6,6.817814
truck,1.966452,140,L4,F,1644.271,10.1,4.63,43.3,N,1,61,highway,4,6.817814
car,4.1950976,300,L6,R,1814.368,11,3.31,29.7,N,31,61,highway,8,6.817814
truck,1.966452,140,L4,F,1644.271,10.1,4.63,43.3,N,1,61,highway,4,6.817814
car,3.4904523,300,M6,R,1644.271,10.6,3.54,36.7,N,31,61,highway,6,6.817814
car,2.9988393,215,M5,F,1644.271,10,4.13,43.7,N,31,61,highway,6,6.817814
car,3.4576781,306,L6,R,1814.368,11.8,4.08,31.8,N,1,23,highway,6,6.817814
truck,2.3597424,166,L4,4,1757.669,9.8,3.08,39.2,N,1,23,highway,4,6.817814
truck,2.3597424,166,L4,4,1757.669,9.8,3.08,39.2,N,31,23,highway,4,6.817814
car,2.4416779,168,L5,F,1757.669,10.3,2.44,34,N,1,23,highway,5,6.817814
car,3.4904523,268,L7,R,1927.766,10.5,3.07,30.5,N,31,61,highway,6,6.83763322674419
car,4.1950976,300,L6,R,1927.766,11,2.87,25.2,N,31,61,highway,8,6.83763322674419
car,2.9988393,215,L6,F,1700.97,10,3.46,34.2,N,31,61,highway,6,6.83763322674419
car,3.1299361,255,L6,4,1927.766,12.5,3.54,33.9,N,31,61,highway,6,6.83763322674419
truck,2.9988393,250,S5,4,1757.669,10.7,3.27,35.8,N,31,61,highway,6,6.83763322674419
car,1.4912261,109,S5,F,1304.077,10.4,4.56,37.3,N,31,61,city,4,6.85756801749271
truck,2.3597424,166,L5,F,1757.669,9.7,4.5,32.2,N,31,61,highway,4,6.85756801749271
car,4.1950976,300,L6,R,1927.766,11,2.87,25.2,N,31,61,highway,8,6.85756801749271
car,3.605162,325,L5,R,1644.271,11.3,3.56,41.4,N,1,61,highway,6,6.85756801749271
truck,2.9988393,213,L6,F,1757.669,9.5,3.57,30.9,N,31,23,highway,6,6.85756801749271
car,3.1299361,255,L6,4,1814.368,12.5,3.54,33.9,N,31,61,highway,6,6.85756801749271
truck,2.9824522,203,AV,F,1927.766,10,5.19,45.1,Y,31,61,highway,6,6.87761938596491
car,4.1950976,300,L6,R,1814.368,11,2.87,25.2,N,31,61,highway,8,6.87761938596491
car,4.1950976,300,L6,R,1814.368,11,2.87,25.2,N,31,61,highway,8,6.87761938596491
car,3.1299361,255,M6,4,1814.368,12.5,4.38,38.9,N,31,61,highway,6,6.87761938596491
truck,2.4252908,220,L4,F,1644.271,9.5,2.69,37.3,Y,31,61,highway,4,6.89778835777126
truck,3.2938071,180,L4,F,1927.766,9.3,2.49,32.3,Y,31,61,highway,6,6.89778835777126
car,3.5232265,253,L5,R,1814.368,9.9,2.82,28.7,Y,31,61,highway,6,6.89778835777126
car,2.785807,209,L5,R,1814.368,10.5,3.42,34.6,N,32,61,highway,6,6.89778835777126
car,5.3258075,290,L4,F,1814.368,10.1,2.93,26.1,N,31,61,highway,8,6.89778835777126
car,2.9988393,228,L7,R,1644.271,11.3,3.27,33.1,N,31,61,highway,6,6.89778835777126
car,2.6547102,172,M5,F,1530.873,10,4.06,44.5,N,31,61,highway,6,6.89778835777126
car,3.4576781,306,L6,R,1814.368,11.8,4.08,31.8,N,1,23,highway,6,6.89778835777126
car,4.6047751,380,L8,R,2154.562,11.8,2.94,25.3,N,1,23,highway,8,6.89778835777126
car,2.458065,230,L4,4,1644.271,8.4,3.9,38,N,31,61,highway,4,6.89778835777126
truck,2.458065,243,M5,4,1757.669,8.4,4.44,43.1,N,31,61,highway,4,6.89778835777126
car,4.5720009,320,S6,R,1927.766,10.5,2.73,24.3,N,31,61,highway,8,6.91807597058824
truck,2.9824522,215,L7,4,2381.358,17.7,3.45,30,N,31,19,highway,6,6.91807597058824
truck,3.4740652,244,L5,F,2154.562,10,4.31,29.4,N,1,61,highway,6,6.91807597058824
truck,3.4576781,266,L5,F,2041.164,10.8,3.08,30.5,N,31,61,highway,6,6.91807597058824
car,4.6047751,380,L8,R,2154.562,11.8,2.94,25.3,N,31,61,highway,8,6.91807597058824
car,3.1299361,255,L6,4,2041.164,12.5,3.54,33.9,N,31,61,highway,6,6.91807597058824
car,2.9824522,210,L6,4,1814.368,10,3.46,31.9,Y,1,61,highway,6,6.93848327433628
car,2.9824522,210,L6,4,1814.368,10,3.46,31.9,Y,1,61,highway,6,6.93848327433628
car,3.5723878,255,M6,R,1814.368,10.3,3.23,34.8,N,32,61,highway,6,6.93848327433628
car,1.802581,140,M5,F,1360.776,10.5,4.29,43.7,N,31,61,city,4,6.93848327433628
car,1.802581,126,L4,F,1304.077,10,2.96,37.8,N,31,61,city,4,6.93848327433628
truck,2.4252908,150,L4,F,1927.766,9.4,2.69,34.9,Y,31,61,highway,6,6.95901133136095
truck,2.9169038,190,M5,R,1757.669,10,3.73,33.4,N,31,61,highway,4,6.95901133136095
car,3.7854201,264,L5,F,1814.368,10.4,3.33,32.3,N,1,61,highway,6,6.95901133136095
car,3.4904523,306,S5,R,1757.669,10.6,3.69,40.7,N,31,61,highway,6,6.95901133136095
car,2.458065,243,M6,4,1757.669,8.4,3.9,37.2,N,31,61,highway,4,6.95901133136095
car,7.0136788,505,M6,R,1587.572,11,3.42,21.9,N,1,61,highway,8,6.97966121661721
car,3.8345814,263,M6,F,1757.669,10.5,3.24,34.3,N,31,23,highway,6,6.97966121661721
car,1.802581,140,L5,F,1360.776,10.5,4.44,32.6,N,31,61,city,4,6.97966121661721
car,1.802581,140,M5,F,1360.776,10.5,4.29,43.7,N,31,61,city,4,6.97966121661721
car,2.6547102,172,M6,F,1530.873,10,4.43,44.1,N,31,61,highway,6,6.97966121661721
car,3.605162,325,M6,R,1587.572,11.3,3.44,40.2,N,1,61,highway,6,6.97966121661721
truck,3.3101942,208,AV,4,2154.562,10.8,3.54,23.9,N,1,23,highway,6,6.97966121661721
car,3.1954845,235,L6,4,1927.766,10.8,3.46,39.8,N,31,23,highway,6,6.97966121661721
truck,3.2938071,180,L4,F,1927.766,9.3,2.49,32.3,Y,31,61,highway,6,7.00043401785714
truck,2.3597424,165,AV,4,1644.271,10.5,2.39,31,Y,31,61,highway,4,7.00043401785714
truck,2.9988393,255,M6,4,1927.766,10.7,3.73,40.5,Y,31,61,highway,6,7.00043401785714
car,3.8345814,260,L5,F,1814.368,10.5,3.33,30,N,31,23,highway,6,7.00043401785714
car,2.9988393,228,L5,4,1814.368,10.5,3.27,38.3,N,31,61,highway,6,7.00043401785714
car,3.4904523,300,M6,R,1757.669,10.6,3.54,36.7,N,31,61,highway,6,7.00043401785714
truck,2.9988393,213,L6,4,1814.368,9.5,3.57,30.9,N,31,23,highway,6,7.00043401785714
truck,2.9988393,220,L6,4,1814.368,9.5,3.57,30.9,N,31,61,highway,6,7.00043401785714
car,2.4089037,257,M6,F,1814.368,8.5,4,35.5,N,1,23,highway,5,7.00043401785714
car,2.458065,243,M5,4,1700.97,8.4,3.9,40.4,N,31,61,highway,4,7.00043401785714
truck,3.3429684,185,L5,F,1814.368,9.5,2.48,30.6,N,32,61,highway,6,7.0213308358209
truck,3.5723878,267,L6,F,2267.96,10.2,3.16,26.2,N,31,61,highway,6,7.0213308358209
car,3.8345814,260,M6,F,1814.368,10.5,3.24,33.6,N,31,23,highway,6,7.0213308358209
car,3.4740652,290,S5,4,1927.766,11,4.6,28.7,N,1,61,highway,6,7.0213308358209
truck,2.3597424,166,L5,4,1814.368,9.7,4.5,32.2,N,1,61,highway,4,7.0213308358209
truck,3.4740652,244,L5,F,2154.562,10,4.31,29.4,N,1,61,highway,6,7.0213308358209
car,3.8018072,355,L5,R,1644.271,11.3,3.56,39.4,N,1,61,highway,6,7.0213308358209
truck,2.9988393,213,L6,F,1814.368,9.5,3.57,30.9,N,31,23,highway,6,7.0213308358209
truck,2.9988393,220,L6,F,1814.368,9.5,3.57,30.9,N,31,61,highway,6,7.0213308358209
car,2.294194,157,L4,F,1700.97,9.7,4.42,42.8,N,31,61,highway,4,7.0213308358209
car,1.802581,126,M5,F,1360.776,10,3.94,40,N,31,61,city,4,7.0213308358209
car,1.802581,126,M5,F,1360.776,10,3.94,40,N,31,61,city,4,7.0213308358209
car,3.5887749,280,L6,4,1927.766,12,3.46,32.4,N,1,61,highway,6,7.0213308358209
car,2.3761295,177,L5,R,1474.174,10.4,3.91,38.1,N,31,61,highway,4,7.04235278443114
truck,2.9169038,190,M5,R,1757.669,10,3.73,33.4,N,31,61,highway,4,7.04235278443114
truck,2.9988393,215,S6,4,1927.766,10.7,4.44,38.1,Y,31,61,highway,6,7.04235278443114
truck,1.966452,140,M5,4,1757.669,10.1,4.53,48.4,N,1,61,highway,4,7.04235278443114
car,3.605162,325,M6,R,1644.271,11.3,3.44,40.2,N,1,61,highway,6,7.04235278443114
car,3.605162,325,M6,4,1700.97,11.3,3.44,40.2,N,1,61,highway,6,7.04235278443114
car,2.294194,263,M6,F,1587.572,9.5,3.35,38.5,N,31,61,highway,4,7.04235278443114
truck,2.4252908,150,L4,F,1927.766,9.4,2.69,34.9,Y,31,61,highway,6,7.06350099099099
car,3.9984524,202,L5,R,1700.97,9.7,3.31,30.2,Y,31,61,highway,6,7.06350099099099
car,1.6059358,120,S6,F,1304.077,11,4.1,40.9,Y,31,61,city,4,7.06350099099099
car,3.4904523,268,L7,R,1814.368,10.5,3.07,30.5,N,31,61,highway,6,7.06350099099099
truck,1.966452,140,M5,4,1757.669,10.1,4.53,48.4,N,1,61,highway,4,7.06350099099099
